domain,image_path,mask_path,native_width,native_height,organ,present,area_pct,median_diameter_px,survival_01,survival_02,survival_03,survival_04,survival_05,survival_06,survival_07,survival_08,survival_09,survival_10,survival_11,survival_12,survival_13,survival_14,survival_15,survival_16,survival_17,survival_18,survival_19,survival_20,survival_21,survival_22,survival_23,survival_24,survival_25,survival_26,survival_27,survival_28,survival_29,survival_30,survival_31,survival_32,survival_33,survival_34,survival_35,survival_36,survival_37,survival_38,survival_39,survival_40,survival_41,survival_42,survival_43,survival_44,survival_45,survival_46,survival_47,survival_48,survival_49,survival_50,survival_51,survival_52,survival_53,survival_54,survival_55,survival_56,survival_57,survival_58,survival_59,survival_60,survival_61,survival_62,survival_63,survival_64,retention_s02,retention_s04,retention_s08,retention_s16,retention_s32
Arvalis,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (101).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (101).png,512,512,Stem,True,1.8428802490234375,8.0,1.0,1.0,0.9229249011857708,0.9229249011857708,0.8478260869565217,0.808300395256917,0.691699604743083,0.5731225296442688,0.30039525691699603,0.30039525691699603,0.1067193675889328,0.03557312252964427,0.005928853754940711,0.003952569169960474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9901185770750988,0.9407114624505929,0.8557312252964426,0.33992094861660077,0.0
Arvalis,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (101).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (101).png,512,512,Leaf,True,44.0155029296875,10.770329614269007,1.0,1.0,0.9782690146122143,0.9782690146122143,0.9195391532409142,0.8809479205695017,0.781097789434245,0.7223679280629449,0.5918883476957663,0.5918883476957663,0.4818284001498689,0.44717122517796926,0.37720119895091797,0.3605282877482203,0.2975833645560135,0.2814724615961034,0.22892469089546646,0.2098164106406894,0.16541775946047207,0.15192956163357063,0.12120644436118397,0.1107156238291495,0.08842263019857624,0.08233420756837767,0.06509928812289247,0.05779318096665418,0.04243162233046085,0.038122892469089543,0.0301611090295991,0.026320719370550767,0.02107530910453353,0.017890595728737354,0.012738853503184714,0.011521168977144999,0.008149119520419633,0.007212439115773698,0.005151742225552642,0.004589733982765081,0.0031847133757961785,0.0029973772948669914,0.001967028849756463,0.0015923566878980893,0.0009366804046459348,0.0006556762832521544,0.0003746721618583739,0.0003746721618583739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993443237167479,0.9926002248032971,0.9427688272761334,0.7810041213937804,0.7170288497564631
Arvalis,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (102).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (102).png,512,512,Head,True,32.91168212890625,28.42534080710379,1.0,1.0,0.9766675816634641,0.9766675816634641,0.9478451825418611,0.93713972001098,0.9080428218501235,0.893219873730442,0.8567115015097447,0.8567115015097447,0.8234971177600878,0.8111446609936865,0.7825967609113368,0.7768322810870162,0.7502058742794401,0.7397749107878122,0.7134230030194895,0.6996980510568213,0.6716991490529783,0.6659346692286577,0.640406258578095,0.6288772989294538,0.6082898709854515,0.6019763930826242,0.5764479824320615,0.5643700247049135,0.5303321438374966,0.5138622014822948,0.48778479275322534,0.47186384847653035,0.44825693110074116,0.43206148778479275,0.40214109250617625,0.3933571232500686,0.3648092231677189,0.3568487510293714,0.3244578643974746,0.31183090859181994,0.27642053252813614,0.2615975844084546,0.2311281910513313,0.2143837496568762,0.17513038704364534,0.1608564370024705,0.1336810321163876,0.12352456766401318,0.10568213011254461,0.09744715893494373,0.08234971177600878,0.07329124348064782,0.057370299203952785,0.049135328026351906,0.03458687894592369,0.030194894317869887,0.024704913532802634,0.021685424101015646,0.01564644523744167,0.014273950041174856,0.009332967334614329,0.006862475981334065,0.005764479824320615,0.005489980785067252,0.004666483667307164,0.0041174855888004395,0.9972550096074664,0.9865495470765853,0.962942629700796,0.9168267911062311,0.816085643700247
Arvalis,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (102).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (102).png,512,512,Stem,True,10.364913940429688,8.0,1.0,1.0,0.923633969716919,0.923633969716919,0.8301514154048716,0.772547728768927,0.6290322580645161,0.5589203423304806,0.36339697169190255,0.36339697169190255,0.18861092824226464,0.12343647136273865,0.05102040816326531,0.04246214614878209,0.009545753785385122,0.005266622778143515,0.004279131007241606,0.0032916392363396972,0.002304147465437788,0.0019749835418038184,0.0009874917709019092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9947333772218565,0.9591836734693877,0.8304805793285056,0.46148782093482554,0.03324555628703094
Arvalis,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (102).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (102).png,512,512,Leaf,True,41.87583923339844,10.0,1.0,1.0,0.8989587010236498,0.8989587010236498,0.7963289798799859,0.7625308859865867,0.6807271443699259,0.6474585245322979,0.5354747617366749,0.5354747617366749,0.43513942816801976,0.4128132721496647,0.3528062124955877,0.3400105894811154,0.28618072714436993,0.2699435227673844,0.2221143663960466,0.20278856336039533,0.16413695728909283,0.1559301094246382,0.1267207906812566,0.1176314860571832,0.09707024355806565,0.09265795975997176,0.07889163430991881,0.07394987645605365,0.05965407695022944,0.055241793152135545,0.04677020825979527,0.04324038122132016,0.03671020120014119,0.032474408753971055,0.024708789269325803,0.022943875750088244,0.016590187080833037,0.015531238969290505,0.01323685139428168,0.01200141193081539,0.009883515707730321,0.00864807624426403,0.006794917049064595,0.005912460289445817,0.004588775150017649,0.004059301094246382,0.003353335686551359,0.002647370278856336,0.0012354394634662902,0.0008824567596187787,0.0006177197317331451,0.00044122837980938934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9912636780797741,0.9447582068478645,0.8550123543946346,0.7302329685845393,0.6171020120014119
Arvalis,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (106).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (106).png,512,512,Head,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arvalis,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (106).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (106).png,512,512,Stem,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arvalis,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (106).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (106).png,512,512,Leaf,True,54.23393249511719,17.08800749063506,1.0,1.0,0.9872360176375029,0.9872360176375029,0.9443026224181945,0.9206312369459271,0.8805987468090044,0.8571594337433279,0.7885820375957299,0.7885820375957299,0.7106057089812021,0.6911116268275702,0.637386864701787,0.6250870271524716,0.5729867718728243,0.5515200742631701,0.502436760269204,0.4786493385936412,0.43501972615456025,0.42144349036899514,0.3783940589463913,0.35727546994662335,0.3213042469250406,0.31155720584822466,0.28150382919470873,0.2694360640519842,0.2376421443490369,0.22429798097006265,0.20201902993734044,0.19145973543745648,0.17776746344859595,0.16860060338825714,0.1494546298445115,0.14307263866326295,0.12601531677883498,0.12079368763054073,0.10988628452077048,0.10617312601531678,0.10106753307031793,0.09897888141100024,0.09340914365281967,0.09016012996054769,0.083197957762822,0.0794847992573683,0.07426317010907403,0.07240659085634718,0.06788117892782548,0.06625667208168949,0.061963332559758645,0.060570898120213504,0.05708981202135066,0.05534926897191924,0.052448363889533535,0.05140403805987468,0.049083313993966114,0.04769087955442098,0.04548619169180784,0.04432582965885356,0.03794383847760501,0.03643536783476445,0.0329542817359016,0.031445811093061035,0.027384543977721047,0.025876073334880484,0.9993037827802275,0.9930378278022743,0.953933627291715,0.8598282664191228,0.7702483174750522
Arvalis,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (11).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (11).png,512,512,Head,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arvalis,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (11).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (11).png,512,512,Stem,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arvalis,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (11).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (11).png,512,512,Leaf,True,86.66877746582031,24.331050121192877,1.0,1.0,0.9897464066648357,0.9897464066648357,0.9458024352284171,0.9317037443925661,0.9035979126613568,0.8916964203973268,0.8490341481278038,0.8490341481278038,0.8020690286551314,0.7890689371051909,0.7498855625743843,0.7429277670969514,0.7056669413164881,0.6933992492904879,0.6515609264853978,0.6361805364826513,0.5988281607616955,0.5909548658793372,0.5630321340291129,0.5529616405749336,0.5283347065824407,0.5204614117000824,0.4933626293142909,0.484024535384052,0.45225670603314105,0.44127071317403643,0.41829167811040924,0.4095028838231255,0.3952210931062895,0.3863407488785132,0.36812231072049806,0.3630870639934084,0.3408404284537215,0.33662913119106475,0.314748695413348,0.30641765082852696,0.28526961457475053,0.2767554701089444,0.26192437974915317,0.2560651835576307,0.24205804266227227,0.23629039641124233,0.2264945527785407,0.22237480545637645,0.2127620617046599,0.20891696420397327,0.20012816991668955,0.19564222283255517,0.18401538039000276,0.1796209832463609,0.17138148860203242,0.16671244163691293,0.160944795385883,0.15618419848027099,0.14657145472855443,0.14190240776343496,0.13238121395221092,0.12798681680856908,0.12176142085507645,0.11901492264030028,0.11489517531813605,0.11196557722237481,0.9997253501785224,0.9966126522017761,0.973999816900119,0.9524855808843724,0.950196832372059
Arvalis,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (113).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (113).png,512,512,Head,True,5.089569091796875,27.202941017470888,1.0,1.0,0.9935064935064936,0.9935064935064936,0.9837662337662337,0.9707792207792207,0.9448051948051948,0.9415584415584416,0.935064935064935,0.935064935064935,0.9123376623376623,0.9025974025974026,0.8798701298701299,0.8701298701298701,0.8538961038961039,0.8344155844155844,0.7922077922077922,0.775974025974026,0.737012987012987,0.7175324675324676,0.6915584415584416,0.6753246753246753,0.6493506493506493,0.6331168831168831,0.5974025974025974,0.5714285714285714,0.5097402597402597,0.474025974025974,0.42857142857142855,0.3961038961038961,0.36038961038961037,0.34415584415584416,0.2922077922077922,0.2662337662337662,0.19480519480519481,0.18181818181818182,0.12337662337662338,0.1038961038961039,0.08441558441558442,0.07142857142857142,0.048701298701298704,0.04220779220779221,0.032467532467532464,0.016233766233766232,0.003246753246753247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9967532467532467,0.9805194805194806,0.8993506493506493,0.6038961038961039
Arvalis,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (113).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (113).png,512,512,Stem,True,1.3885498046875,7.211102550927978,1.0,1.0,0.9155555555555556,0.9155555555555556,0.7533333333333333,0.7066666666666667,0.5666666666666667,0.4777777777777778,0.16444444444444445,0.16444444444444445,0.04666666666666667,0.02666666666666667,0.011111111111111112,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9955555555555555,0.9488888888888889,0.72,0.29333333333333333,0.0
