domain,role,image_path,mask_path,image_width,image_height,luminance_mean,luminance_std,green_excess,chroma_variation,background_pct,head_pct,stem_pct,leaf_pct,stem_width_px,skeleton_density,component_density,endpoint_density,leaf_contact_pct,skeleton_length,component_count,endpoint_count
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (13).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (13).png,512,512,0.5958588719367981,0.17356231808662415,0.2675960958003998,9.624459447242543,20.734786987304688,0.0,0.0,79.26521301269531,,0.0,,,,0,0,0
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (136).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (136).png,512,512,0.4552214443683624,0.25430434942245483,0.22858953475952148,9.778911993208673,23.874282836914062,0.0,0.0,76.12571716308594,,0.0,,,,0,0,0
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (137).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (137).png,512,512,0.5376486778259277,0.2484835982322693,0.3937004804611206,16.959935687107404,3.45306396484375,0.0,0.0,96.54693603515625,,0.0,,,,0,0,0
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (138).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (138).png,512,512,0.542974591255188,0.16339512169361115,0.19578616321086884,11.146582716818207,44.725799560546875,0.0,0.478363037109375,54.79583740234375,4.47213595499958,0.736236572265625,11.164274322169058,155.44041450777203,94.824016563147,193,14,30
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (14).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (14).png,512,512,0.5852694511413574,0.17634159326553345,0.35702016949653625,7.913970035054049,2.213287353515625,0.0,0.0,97.78671264648438,,0.0,,,,0,0,0
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (142).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (142).png,512,512,0.5412037968635559,0.24318554997444153,0.3149208128452301,12.747443793168872,16.515731811523438,0.0,0.026702880859375,83.45756530761719,6.16227766016838,0.02288818359375,14.285714285714286,333.3333333333333,100.0,6,1,2
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (143).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (143).png,512,512,0.5019699931144714,0.2526216506958008,0.1836385875940323,8.877517789915325,3.2016754150390625,14.11590576171875,1.2073516845703125,81.47506713867188,8.48528137423857,0.972747802734375,3.4755134281200633,90.19607843137256,96.26168224299066,255,11,23
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (144).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (144).png,512,512,0.49212491512298584,0.24788065254688263,0.21647803485393524,11.181512535946693,7.1041107177734375,18.902969360351562,2.1823883056640625,71.81053161621094,8.48528137423857,2.277374267578125,3.146303093864709,67.00167504187604,90.59205190592051,597,18,40
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (145).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (145).png,512,512,0.4551700949668884,0.25409868359565735,0.19304870069026947,11.028071150474894,5.922698974609375,13.238525390625,2.13623046875,78.70254516601562,8.94427190999916,2.002716064453125,3.5714285714285716,81.9047619047619,91.48606811145511,525,20,43
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (146).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (146).png,512,512,0.4354782700538635,0.2547615170478821,0.1577451229095459,11.558188762956311,12.408447265625,6.618499755859375,3.353118896484375,77.61993408203125,10.0,2.76947021484375,2.04778156996587,56.47382920110193,94.37609841827768,726,18,41
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (15).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (15).png,512,512,0.5132291316986084,0.27166318893432617,0.2143060714006424,9.585905662183698,14.544296264648438,0.0,0.0,85.45570373535156,,0.0,,,,0,0,0
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (151).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (151).png,512,512,0.2736857235431671,0.25396469235420227,0.1614948809146881,13.254710928570546,14.690017700195312,15.637969970703125,0.493621826171875,69.17839050292969,5.656854249492381,0.774383544921875,9.273570324574962,128.07881773399015,87.27272727272727,203,12,26
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (156).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (156).png,512,512,0.29857754707336426,0.16358858346939087,0.07974918186664581,7.184613145346491,11.696624755859375,39.14146423339844,12.572860717773438,36.58905029296875,12.0,10.593414306640625,0.7888588852817137,21.9661505221462,63.012201784738664,2777,26,61
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (16).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (16).png,512,512,0.44082707166671753,0.2840079963207245,0.1701306253671646,12.08535754189788,35.95771789550781,0.28228759765625,1.5167236328125,62.24327087402344,8.246211251235321,1.445770263671875,4.0241448692152915,94.9868073878628,77.22772277227723,379,16,36
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (17).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (17).png,512,512,0.49591514468193054,0.30628904700279236,0.20483162999153137,10.05522240090934,8.25958251953125,0.6618499755859375,2.1366119384765625,88.94195556640625,8.246211251235321,2.010345458984375,2.678093197643278,70.20872865275142,92.15524360033031,527,15,37
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (18).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (18).png,512,512,0.25972092151641846,0.2252105325460434,-0.004565115086734295,7.842804482996362,28.70635986328125,19.232940673828125,2.094268798828125,49.9664306640625,5.656854249492381,3.27301025390625,4.553734061930784,60.60606060606061,78.57142857142857,858,25,52
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (186).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (186).png,512,512,0.33654049038887024,0.147420272231102,0.2674057185649872,10.464003503208692,1.0959625244140625,0.0,0.0,98.90403747558594,,0.0,,,,0,0,0
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (19).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (19).png,512,512,0.2769624888896942,0.23868107795715332,-0.01186967734247446,8.468181061846707,59.075927734375,19.332504272460938,2.825164794921875,18.766403198242188,5.656854249492381,4.2724609375,3.5106670267350797,53.57142857142857,20.147118921127912,1120,26,60
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (192).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (192).png,512,512,0.3919878602027893,0.26759859919548035,0.17758721113204956,10.548610389481201,6.9202423095703125,18.015670776367188,3.170013427734375,71.89407348632812,7.211102550927978,4.024505615234375,3.3694344163658245,59.71563981042654,85.5085115670013,1055,28,63
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (193).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (193).png,512,512,0.38877230882644653,0.2843412160873413,0.10180127620697021,12.087225423952377,15.303802490234375,30.382156372070312,10.42022705078125,43.89381408691406,8.0,11.8255615234375,2.2331234441353054,49.03225806451613,74.22808378588053,3100,61,152
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (194).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (194).png,512,512,0.4964497685432434,0.21004702150821686,0.20407263934612274,14.804236050987685,3.59954833984375,48.6083984375,7.794189453125,39.99786376953125,12.0,6.01959228515625,1.076742364917776,34.85424588086185,68.99715279974691,1578,22,55
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (195).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (195).png,512,512,0.38383373618125916,0.2661057114601135,0.16309291124343872,12.585735759208369,14.42718505859375,16.285324096679688,3.8639068603515625,65.423583984375,6.324555320336759,5.21087646484375,4.14651002073255,75.40263543191801,80.33819628647215,1366,42,103
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (196).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (196).png,512,512,0.43580546975135803,0.2740233540534973,0.16944272816181183,11.763475400056834,15.4052734375,20.435333251953125,2.7782440185546875,61.38114929199219,6.0,3.688812255859375,4.2564877111080595,69.28645294725956,86.39551192145862,967,31,67
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (197).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (197).png,512,512,0.39926865696907043,0.2567284107208252,0.14930997788906097,13.1226515266159,22.784423828125,13.971710205078125,3.3435821533203125,59.90028381347656,7.211102550927978,4.299163818359375,3.6508841985168283,69.21029281277728,60.50955414012739,1127,32,78
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (198).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (198).png,512,512,0.43041953444480896,0.281435489654541,0.06026514619588852,11.108684009098194,14.756393432617188,14.691543579101562,12.13226318359375,58.4197998046875,8.0,13.240814208984375,1.4149163627216703,33.41976375684241,85.22450150624013,3471,45,116
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (199).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (199).png,512,512,0.44885775446891785,0.28370627760887146,-0.001296382863074541,8.064236466916569,48.651123046875,26.002883911132812,4.0119171142578125,21.334075927734375,7.211102550927978,4.962921142578125,2.2820195873347915,40.73789392774788,31.490552834149756,1301,24,53
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (2).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (2).png,512,512,0.5472657680511475,0.20092570781707764,0.2495335191488266,12.561083007318691,38.68141174316406,0.0,1.1264801025390625,60.192108154296875,8.0,1.2359619140625,2.7091093802912294,61.72839506172839,62.0979020979021,324,8,20
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (200).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (200).png,512,512,0.4434204399585724,0.3064427673816681,-0.012751693837344646,7.773044753770756,22.245407104492188,36.56806945800781,11.09466552734375,30.09185791015625,8.0,12.85552978515625,1.8910741301059002,44.510385756676556,64.19930875576037,3370,55,150
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (22).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (22).png,512,512,0.5827529430389404,0.1443779617547989,0.12492213398218155,14.150443580938438,57.83424377441406,0.0,0.0,42.16575622558594,,0.0,,,,0,0,0
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (23).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (23).png,512,512,0.5253039002418518,0.23050448298454285,0.32604581117630005,12.194784556481705,7.6610565185546875,0.0,0.616455078125,91.72248840332031,6.0,0.926971435546875,6.188118811881188,90.53497942386831,86.9090909090909,243,10,22
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (24).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (24).png,512,512,0.5895527005195618,0.15569444000720978,0.08703044056892395,9.84724252576135,60.521697998046875,0.0,0.0,39.478302001953125,,0.0,,,,0,0,0
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (25).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (25).png,512,512,0.525134801864624,0.2872081696987152,0.2927107810974121,12.992310284184276,11.377716064453125,0.0,0.0,88.62228393554688,,0.0,,,,0,0,0
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (27).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (27).png,512,512,0.29968586564064026,0.2459465116262436,0.11206057667732239,10.497337301147466,2.036285400390625,17.599868774414062,4.351806640625,76.01203918457031,12.0,3.45611572265625,1.0518934081346423,30.90507726269316,96.21938232161874,906,12,28
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (28).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (28).png,512,512,0.23888157308101654,0.24095241725444794,0.06636939942836761,10.276038239140053,21.999359130859375,6.2297821044921875,2.1533966064453125,69.61746215820312,8.0,2.3040771484375,4.251550044286979,89.40397350993378,89.83768525052929,604,24,54
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (29).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (29).png,512,512,0.25988835096359253,0.2227035015821457,0.04326789826154709,12.218936721920192,32.451629638671875,15.79742431640625,1.3645172119140625,50.38642883300781,8.94427190999916,1.28936767578125,3.3547665641599105,71.00591715976331,92.74292742927429,338,12,24
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (3).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (3).png,512,512,0.5419695377349854,0.18383999168872833,0.18495440483093262,10.293111051826937,44.54536437988281,0.0,0.6191253662109375,54.83551025390625,8.94427190999916,0.537872314453125,4.313000616142945,113.47517730496453,74.74226804123711,141,7,16
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (30).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (30).png,512,512,0.26500827074050903,0.18001478910446167,0.13274650275707245,11.152801583936025,1.3149261474609375,26.849746704101562,7.0354461669921875,64.79988098144531,8.0,8.281707763671875,1.7892967521552892,37.770612620912026,94.4055944055944,2171,33,82
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (31).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (31).png,512,512,0.22821861505508423,0.1994723528623581,0.020411327481269836,10.035552792168037,43.915557861328125,7.730865478515625,0.469970703125,47.88360595703125,6.0,0.530242919921875,4.058441558441558,71.94244604316546,83.9080459770115,139,5,10
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (32).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (32).png,512,512,0.26826012134552,0.21769030392169952,0.043742161244153976,12.048340052865045,30.669021606445312,17.23480224609375,2.205657958984375,49.89051818847656,7.211102550927978,2.574920654296875,3.113109650639917,56.2962962962963,67.75265957446808,675,18,38
Arvalis,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/Arvalis/ARVALIS_ (33).png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/Arvalis/ARVALIS_ (33).png,512,512,0.26187795400619507,0.22675587236881256,-0.011801806278526783,10.529774979977034,62.998199462890625,20.56427001953125,1.9989013671875,14.438629150390625,7.211102550927978,2.475738525390625,2.099236641221374,43.143297380585516,9.919177075679647,649,11,28
